ID	MRF_flow_1_1_S17_L007.profile	MRF_flow_1_3_S19_L007.profile	MRF_flow_2_1_S21_L007.profile	MRF_flow_2_2_S23_L007.profile	MRF_flow_2_3_S25_L007.profile	MRF_flow_3_2_S27_L007.profile	MRF_pod_1_1_S28_L007.profile	MRF_pod_2_1_S29_L007.profile	MRF_pod_2_2_S18_L007.profile	MRF_senesc_1_2_S20_L007.profile	MRF_senesc_1_3_S22_L007.profile	MRF_senesc_2_3_S24_L007.profile	MRF_senesc_3_1_S26_L007.profile	MRF_senesc_3_2_S37_L008.profile	MRF_senesc_3_3_S39_L008.profile	MRF_V2_1_1_S41_L008.profile	MRF_V2_1_2_S43_L008.profile	MRF_V2_1_3_S31_L008.profile	MRF_V2_2_1_S33_L008.profile	MRF_V2_2_3_S35_L008.profile	MRF_V2_3_3_S36_L008.profile	MRF_V5_1_1_S38_L008.profile	MRF_V5_1_2_S40_L008.profile	MRF_V5_2_2_S42_L008.profile	MRF_V5_2_3_S30_L008.profile	MRF_V5_3_1_S32_L008.profile	MRF_V5_3_2_S34_L008.profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis	0.0	0.0	0.23823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis|t__Methylotenera_versatilis_unclassified	0.0	0.0	0.23823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylovorus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylovorus|s__Methylovorus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	1.76928	1.36872	1.45593	1.25184	0.39368	1.19491	0.68961	0.71467	1.24311	0.80132	1.48021	0.92958	1.17665	1.03917	1.74242	1.15631	1.01489	1.02032	1.02231	0.9311	1.77232	0.98511	1.70807	0.45954	1.09272	1.29294	1.28488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	1.76928	1.36872	1.45593	1.25184	0.39368	1.19491	0.68961	0.71467	1.24311	0.80132	1.48021	0.92958	1.17665	1.03917	1.74242	1.15631	1.01489	1.02032	1.02231	0.9311	1.77232	0.98511	1.70807	0.45954	1.09272	1.29294	1.28488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira	1.76928	1.36872	1.45593	1.25184	0.39368	1.19491	0.68961	0.71467	1.24311	0.80132	1.48021	0.92958	1.17665	1.03917	1.74242	1.15631	1.01489	1.02032	1.02231	0.9311	1.77232	0.98511	1.70807	0.45954	1.09272	1.29294	1.28488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_multiformis	1.76928	1.36872	1.45593	1.25184	0.39368	0.98677	0.57044	0.71467	1.24311	0.74895	1.48021	0.92958	1.17665	1.03917	1.74242	1.15631	0.71535	1.02032	1.02231	0.9311	1.77232	0.92544	1.70807	0.45954	1.04036	1.29294	1.28488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_multiformis|t__GCF_000196355	1.76928	1.36872	1.45593	1.25184	0.39368	0.98677	0.57044	0.71467	1.24311	0.74895	1.48021	0.92958	1.17665	1.03917	1.74242	1.15631	0.71535	1.02032	1.02231	0.9311	1.77232	0.92544	1.70807	0.45954	1.04036	1.29294	1.28488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_unclassified	0.0	0.0	0.0	0.0	0.0	0.20814	0.11917	0.0	0.0	0.05237	0.0	0.0	0.0	0.0	0.0	0.0	0.29953	0.0	0.0	0.0	0.0	0.05967	0.0	0.0	0.05236	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium|s__Sorangium_cellulosum|t__Sorangium_cellulosum_unclassified	0.24667	0.0	0.26127	0.05637	0.17436	0.11612	0.02215	0.0	0.26682	0.29018	0.2016	0.20329	0.01743	0.07598	0.57769	0.0431	0.30682	1.15552	0.0	0.085	0.78273	0.84931	1.18003	0.26643	1.37146	0.48358	0.64685
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2.56753	3.75703	4.52491	2.81422	2.78645	4.04302	2.67376	4.74556	5.00219	3.32747	5.46812	2.32938	7.2514	2.59911	3.0109	11.3173	4.96638	5.74004	3.64231	4.12937	2.58815	2.30327	6.64805	1.70457	4.18016	3.34904	4.96725
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__Enterobacter_cloacae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0	0.0	2.78676	0.80382	0.0	1.12801	1.25641	0.95374	0.5406	2.10933	0.69757	0.0	2.28159	1.49307	0.0	5.73476	0.98149	3.2303	1.31104	0.0	0.0	0.0	0.98519	0.74025	1.88256	0.89068	1.0682
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0	0.0	2.78676	0.80382	0.0	1.12801	1.25641	0.95374	0.5406	2.10933	0.69757	0.0	2.28159	1.49307	0.0	5.73476	0.98149	3.2303	1.31104	0.0	0.0	0.0	0.98519	0.74025	1.88256	0.89068	1.0682
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55221	0.0	0.0	0.24467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Cellvibrio|s__Cellvibrio_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55221	0.0	0.0	0.24467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0.0	0.0	2.78676	0.80382	0.0	1.12801	1.25641	0.95374	0.5406	1.55712	0.69757	0.0	2.03693	1.49307	0.0	5.73476	0.98149	3.2303	1.31104	0.0	0.0	0.0	0.98519	0.74025	1.88256	0.89068	1.0682
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii	0.0	0.0	0.0	0.80382	0.0	0.0	0.38834	0.41552	0.0	0.11974	0.0	0.0	0.16193	0.23064	0.0	0.35991	0.98149	0.16226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii|t__Pseudomonas_mandelii_unclassified	0.0	0.0	0.0	0.80382	0.0	0.0	0.38834	0.41552	0.0	0.11974	0.0	0.0	0.16193	0.23064	0.0	0.35991	0.98149	0.16226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0.0	0.0	2.78676	0.0	0.0	1.12801	0.86808	0.53822	0.5406	1.43738	0.69757	0.0	1.875	1.26243	0.0	5.37485	0.0	3.06804	1.31104	0.0	0.0	0.0	0.98519	0.74025	1.88256	0.89068	1.0682
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2.56753	3.75703	1.73814	2.0104	2.78645	2.91501	1.41734	3.79183	4.46159	1.21814	4.77055	2.32938	4.96981	1.10604	3.0109	5.58254	3.98488	2.50974	2.33127	4.12937	2.58815	2.30327	5.66286	0.96432	2.2976	2.45837	3.78812
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41295	0.0	0.0	1.20814	0.30265	1.32293	0.0	0.0	0.0	1.44071	0.46622	0.0	0.41705	0.49337	0.0	1.27972	0.0	0.0	0.0	0.92502
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae|g__Sinobacteraceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41295	0.0	0.0	1.20814	0.30265	1.32293	0.0	0.0	0.0	1.44071	0.46622	0.0	0.41705	0.49337	0.0	1.27972	0.0	0.0	0.0	0.92502
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2.56753	3.75703	1.73814	2.0104	2.78645	2.91501	1.41734	3.37888	4.46159	1.21814	3.56241	2.02673	3.64688	1.10604	3.0109	5.58254	2.54417	2.04352	2.33127	3.71232	2.09478	2.30327	4.38314	0.96432	2.2976	2.45837	2.8631
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter	2.56753	3.75703	1.57243	1.62673	2.78645	2.91501	1.17922	2.22925	4.03204	1.15821	2.13306	1.77031	2.73235	0.97888	2.63792	5.58254	2.54417	2.04352	2.33127	3.71232	2.09478	2.30327	4.01629	0.96432	2.2976	2.35705	2.78107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_fulvus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_fulvus|t__GCF_000264315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rhodanobacter|s__Rhodanobacter_unclassified	2.56753	3.75703	1.57243	1.62673	2.78645	2.91501	1.17922	2.22925	3.96929	1.15821	2.13306	1.77031	2.73235	0.97888	2.63792	5.58254	2.54417	2.04352	2.33127	3.71232	2.09478	2.30327	4.01629	0.96432	2.2976	2.35705	2.78107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rudaea	0.0	0.0	0.16571	0.38367	0.0	0.0	0.23812	1.14963	0.42955	0.05993	0.59012	0.25642	0.85314	0.12715	0.37298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rudaea|s__Rudaea_cellulosilytica	0.0	0.0	0.16571	0.38367	0.0	0.0	0.23812	1.14963	0.42955	0.05993	0.59012	0.25642	0.85314	0.12715	0.37298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Rudaea|s__Rudaea_cellulosilytica|t__GCF_000378125	0.0	0.0	0.16571	0.38367	0.0	0.0	0.23812	1.14963	0.42955	0.05993	0.59012	0.25642	0.85314	0.12715	0.37298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08203
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83923	0.0	0.06139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36685	0.0	0.0	0.10131	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36685	0.0	0.0	0.10131	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__Stenotrophomonas_maltophilia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36685	0.0	0.0	0.10131	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Spartobacteria_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Spartobacteria_noname|f__Spartobacteria_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Spartobacteria_noname|f__Spartobacteria_noname|g__Chthoniobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Spartobacteria_noname|f__Spartobacteria_noname|g__Chthoniobacter|s__Chthoniobacter_flavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Bacteria|p__Verrucomicrobia|c__Spartobacteria|o__Spartobacteria_noname|f__Spartobacteria_noname|g__Chthoniobacter|s__Chthoniobacter_flavus|t__GCF_000173075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43175	0.0	0.0	0.03409	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.17299	0.0	0.0	0.0	0.0	0.0	0.0	0.07291
k__Eukaryota	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Eukaryota|p__Ascomycota	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Eukaryota|p__Ascomycota|c__Sordariomycetes	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Sordariales	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomiaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.05306	0.0	0.0	0.02104	0.0	0.0397	0.04065	0.02922	0.0	0.09929	0.02315	0.0107	0.02038	0.0	0.25694	0.04286	0.09195	0.0	0.0	0.1314	0.00855	0.06967
k__Viruses	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.97051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.97051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.97051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.97051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.97051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcep78likevirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.15458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Bcep78likevirus|s__Bcep78likevirus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73179	0.0	4.15458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__I3likevirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__I3likevirus|s__Mycobacterium_phage_Rizal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__I3likevirus|s__Mycobacterium_phage_Rizal|t__PRJNA31281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
